province;red;green;blue;x;x;
11053;10;141;0;;x;
11054;52;144;128;;x;
11055;94;147;1;;x;
11056;136;150;129;;x;
11057;178;153;2;;x;
11058;10;156;130;;x;
11059;52;159;3;;x;
11060;94;162;131;;x;
11061;136;165;4;;x;
11062;178;168;132;;x;
11063;10;171;5;;x;
11064;52;174;133;;x;
11065;94;177;6;;x;
11066;136;180;134;;x;
11067;178;183;7;;x;
11068;10;186;135;;x;
11069;52;189;8;;x;
11070;94;192;136;;x;
11071;136;195;9;;x;
11072;178;198;137;;x;
11073;10;201;10;;x;
11074;52;204;138;;x;
11075;94;207;11;;x;
11076;136;210;139;;x;
11077;178;0;12;;x;
11078;10;3;140;;x;
11079;52;6;13;;x;
11080;94;9;141;;x;
11081;136;12;14;;x;
11082;178;15;142;;x;
11083;10;18;15;;x;
11084;52;21;143;;x;
11085;94;24;16;;x;
11086;136;27;144;;x;
11087;178;30;17;;x;
11088;10;33;145;;x;
11089;52;36;18;;x;
11090;94;39;146;;x;
11091;136;42;19;;x;
11092;178;45;147;;x;
11093;10;48;20;;x;
11094;52;51;148;;x;
11095;94;54;21;;x;
11096;136;57;149;;x;
11097;178;60;22;;x;
11098;10;63;150;;x;
11099;52;66;23;;x;
11100;94;69;151;;x;
11101;136;72;24;;x;
11102;178;75;152;;x;
11103;10;78;25;;x;
11104;52;81;153;;x;
11105;94;84;26;;x;
11106;136;87;154;;x;
11107;178;90;27;;x;
11108;10;93;155;;x;
11109;52;96;28;;x;
11110;94;99;156;;x;
11111;136;102;29;;x;
11112;178;105;157;;x;
11113;10;108;30;;x;
11114;52;111;158;;x;
11115;94;114;31;;x;
11116;136;117;159;;x;
11117;178;120;32;;x;
11118;10;123;160;;x;
11119;52;126;33;;x;
11120;94;129;161;;x;
11121;136;132;34;;x;
11122;178;135;162;;x;
11123;10;138;35;;x;
11124;52;141;163;;x;
11125;94;144;36;;x;
11126;136;147;164;;x;
11127;178;150;37;;x;
11128;10;153;165;;x;
11129;52;156;38;;x;
11130;94;159;166;;x;
11131;136;162;39;;x;
11132;178;165;167;;x;
11133;10;168;40;;x;
11134;52;171;168;;x;
11135;94;174;41;;x;
11136;136;177;169;;x;
11137;178;180;42;;x;
11138;10;183;170;;x;
11139;52;186;43;;x;
11140;94;189;171;;x;
11141;136;192;44;;x;
11142;178;195;172;;x;
11143;10;198;45;;x;
11144;52;201;173;;x;
11145;94;204;46;;x;
11146;136;207;174;;x;
11147;178;210;47;;x;
11148;10;0;175;;x;
11149;52;3;48;;x;
11150;94;6;176;;x;
11151;136;9;49;;x;
11152;178;12;177;;x;
11153;10;15;50;;x;
11154;52;18;178;;x;
11155;94;21;51;;x;
11156;136;24;179;;x;
11157;178;27;52;;x;
11158;10;30;180;;x;
11159;52;33;53;;x;
11160;94;36;181;;x;
11161;136;39;54;;x;
11162;178;42;182;;x;
11163;10;45;55;;x;
11164;52;48;183;;x;
11165;94;51;56;;x;
11166;136;54;184;;x;
11167;178;57;57;;x;
11168;10;60;185;;x;
11169;52;63;58;;x;
11170;94;66;186;;x;
11171;136;69;59;;x;
11172;178;72;187;;x;
11173;10;75;60;;x;
11174;52;78;188;;x;
11175;94;81;61;;x;
11176;136;84;189;;x;
11177;178;87;62;;x;
11178;10;90;190;;x;
11179;52;93;63;;x;
11180;94;96;191;;x;
11181;136;99;64;;x;
11182;178;102;192;;x;
11183;10;105;65;;x;
11184;52;108;193;;x;
11185;94;111;66;;x;
11186;136;114;194;;x;
11187;178;117;67;;x;
11188;10;120;195;;x;
11189;52;123;68;;x;
11190;94;126;196;;x;
11191;136;129;69;;x;
11192;178;132;197;;x;
11193;10;135;70;;x;
11194;52;138;198;;x;
11195;94;141;71;;x;
11196;136;144;199;;x;
11197;178;147;72;;x;
11198;10;150;200;;x;
11199;52;153;73;;x;
11200;94;156;201;;x;
11201;136;159;74;;x;
11202;178;162;202;;x;
11203;10;165;75;;x;
11204;52;168;203;;x;
11205;94;171;76;;x;
11206;136;174;204;;x;
11207;178;177;77;;x;
11208;10;180;205;;x;
11209;52;183;78;;x;
11210;94;186;206;;x;
11211;136;189;79;;x;
11212;178;192;207;;x;
11213;10;195;80;;x;
11214;52;198;208;;x;
11215;94;201;81;;x;
11216;136;204;209;;x;
11217;178;207;82;;x;
11218;10;210;210;;x;
11219;52;0;83;;x;
11220;94;3;211;;x;
11221;136;6;84;;x;
11222;178;9;212;;x;
11223;10;12;85;;x;
11224;52;15;213;;x;
11225;94;18;86;;x;
11226;136;21;214;;x;
11227;178;24;87;;x;
11228;10;27;215;;x;
11229;52;30;88;;x;
11230;94;33;216;;x;
11231;136;36;89;;x;
11232;178;39;217;;x;
11233;10;42;90;;x;
11234;52;45;218;;x;
11235;94;48;91;;x;
11236;136;51;219;;x;
11237;178;54;92;;x;
11238;10;57;220;;x;
11239;52;60;93;;x;
11240;94;63;221;;x;
11241;136;66;94;;x;
11242;178;69;222;;x;
11243;10;72;95;;x;
11244;52;75;223;;x;
11245;94;78;96;;x;
11246;136;81;224;;x;
11247;178;84;97;;x;
11248;10;87;225;;x;
11249;52;90;98;;x;
11250;94;93;226;;x;
11251;136;96;99;;x;
11252;178;99;227;;x;
11253;10;102;0;;x;
11254;52;105;128;;x;
11255;94;108;1;;x;
11256;136;111;129;;x;
11257;178;114;2;;x;
11258;10;117;130;;x;
11259;52;120;3;;x;
11260;94;123;131;;x;
11261;136;126;4;;x;
11262;178;129;132;;x;
11263;10;132;5;;x;
11264;52;135;133;;x;
11265;94;138;6;;x;
11266;136;141;134;;x;
11267;178;144;7;;x;
11268;10;147;135;;x;
11269;52;150;8;;x;
11270;94;153;136;;x;
11271;136;156;9;;x;
11272;178;159;137;;x;
11273;10;162;10;;x;
11274;52;165;138;;x;
11275;94;168;11;;x;
11276;136;171;139;;x;
11277;178;174;12;;x;
11278;10;177;140;;x;
11279;52;180;13;;x;
11280;94;183;141;;x;
11281;136;186;14;;x;
11282;178;189;142;;x;
11283;10;192;15;;x;
11284;52;195;143;;x;
11285;94;198;16;;x;
11286;136;201;144;;x;
11287;178;204;17;;x;
11288;10;207;145;;x;
11289;52;210;18;;x;
11290;94;0;146;;x;
11291;136;3;19;;x;
11292;178;6;147;;x;
11293;10;9;20;;x;
11294;52;12;148;;x;
11295;94;15;21;;x;
11296;136;18;149;;x;
11297;178;21;22;;x;
11298;10;24;150;;x;
11299;52;27;23;;x;
11300;94;30;151;;x;
11301;136;33;24;;x;
11302;178;36;152;;x;
11303;10;39;25;;x;
11304;52;42;153;;x;
11305;94;45;26;;x;
11306;136;48;154;;x;
11307;178;51;27;;x;
11308;10;54;155;;x;
11309;52;57;28;;x;
11310;94;60;156;;x;
11311;136;63;29;;x;
11312;178;66;157;;x;
11313;10;69;30;;x;
11314;52;72;158;;x;
11315;94;75;31;;x;
11316;136;78;159;;x;
11317;178;81;32;;x;
11318;10;84;160;;x;
11319;52;87;33;;x;
11320;94;90;161;;x;
11321;136;93;34;;x;
11322;178;96;162;;x;
11323;10;99;35;;x;
11324;52;102;163;;x;
11325;94;105;36;;x;
11326;136;108;164;;x;
11327;178;111;37;;x;
11328;10;114;165;;x;
11329;52;117;38;;x;
11330;94;120;166;;x;
11331;136;123;39;;x;
11332;178;126;167;;x;
11333;10;129;40;;x;
11334;52;132;168;;x;
11335;94;135;41;;x;
11336;136;138;169;;x;
11337;178;141;42;;x;
11338;10;144;170;;x;
11339;52;147;43;;x;
11340;94;150;171;;x;
11341;136;153;44;;x;
11342;178;156;172;;x;
11343;10;159;45;;x;
11344;52;162;173;;x;
11345;94;165;46;;x;
11346;136;168;174;;x;
11347;178;171;47;;x;
11348;10;174;175;;x;
11349;52;177;48;;x;
11350;94;180;176;;x;
11351;136;183;49;;x;
11352;178;186;177;;x;
11353;0;0;232;;x;
11354;1;0;236;;x;
11355;2;0;240;;x;
11356;3;0;244;;x;
11357;4;0;248;;x;
11358;5;0;232;;x;
11359;6;0;236;;x;
11360;7;0;240;;x;
11361;8;0;244;;x;
11362;9;0;248;;x;
11363;10;0;232;;x;
11364;11;0;236;;x;
11365;12;0;240;;x;
11366;13;0;244;;x;
11367;14;0;248;;x;
11368;15;0;232;;x;
11369;16;0;236;;x;
11370;17;0;240;;x;
11371;18;0;244;;x;
11372;19;0;248;;x;
11373;20;0;232;;x;
11374;21;0;236;;x;
11375;22;0;240;;x;
11376;23;0;244;;x;
11377;24;0;248;;x;
11378;25;0;232;;x;
11379;26;0;236;;x;
11380;27;0;240;;x;
11381;28;0;244;;x;
11382;29;0;248;;x;
11383;30;0;232;;x;
11384;31;0;236;;x;
11385;32;0;240;;x;
11386;33;0;244;;x;
11387;34;0;248;;x;
11388;35;0;232;;x;
11389;36;0;236;;x;
11390;37;0;240;;x;
11391;38;0;244;;x;
11392;39;0;248;;x;
11393;40;0;232;;x;
11394;41;0;236;;x;
11395;42;0;240;;x;
11396;43;0;244;;x;
11397;44;0;248;;x;
11398;45;0;232;;x;
11399;46;0;236;;x;
11400;47;0;240;;x;
11401;48;0;244;;x;
11402;49;0;248;;x;
11403;50;0;232;;x;
11404;51;0;236;;x;
11405;52;0;240;;x;
11406;53;0;244;;x;
11407;54;0;248;;x;
11408;55;0;232;;x;
11409;56;0;236;;x;
11410;57;0;240;;x;
11411;58;0;244;;x;
11412;59;0;248;;x;
11413;60;0;232;;x;
11414;61;0;236;;x;
11415;62;0;240;;x;
11416;63;0;244;;x;
11417;64;0;248;;x;
11418;65;0;232;;x;
11419;66;0;236;;x;
11420;67;0;240;;x;
11421;68;0;244;;x;
11422;69;0;248;;x;
11423;70;0;232;;x;
11424;71;0;236;;x;
11425;72;0;240;;x;
11426;73;0;244;;x;
11427;74;0;248;;x;
11428;75;0;232;;x;
11429;76;0;236;;x;
11430;77;0;240;;x;
11431;78;0;244;;x;
11432;79;0;248;;x;
11433;80;0;232;;x;
11434;81;0;236;;x;
11435;82;0;240;;x;
11436;83;0;244;;x;
11437;84;0;248;;x;
11438;85;0;232;;x;
11439;86;0;236;;x;
11440;87;0;240;;x;
11441;88;0;244;;x;
11442;89;0;248;;x;
11443;90;0;232;;x;
11444;91;0;236;;x;
11445;92;0;240;;x;
11446;93;0;244;;x;
11447;94;0;248;;x;
11448;95;0;232;;x;
11449;96;0;236;;x;
11450;97;0;240;;x;
11451;98;0;244;;x;
11452;99;0;248;;x;
11453;100;0;232;;x;
11454;101;0;236;;x;
11455;102;0;240;;x;
11456;103;0;244;;x;
11457;104;0;248;;x;
11458;105;0;232;;x;
11459;106;0;236;;x;
11460;107;0;240;;x;
11461;108;0;244;;x;
11462;109;0;248;;x;
11463;110;0;232;;x;
11464;111;0;236;;x;
11465;112;0;240;;x;
11466;113;0;244;;x;
11467;114;0;248;;x;
11468;115;0;232;;x;
11469;116;0;236;;x;
11470;117;0;240;;x;
11471;118;0;244;;x;
11472;119;0;248;;x;
11473;120;2;232;;x;
11474;121;2;236;;x;
11475;122;2;240;;x;
11476;123;2;244;;x;
11477;124;2;248;;x;
11478;125;2;232;;x;
11479;126;2;236;;x;
11480;255;1;40;;x;
11481;255;2;120;;x;
11482;255;3;160;;x;
11483;255;4;40;;x;
11484;255;5;120;;x;
11485;255;6;160;;x;
11486;255;7;40;;x;
11487;255;8;120;;x;
11488;255;9;160;;x;
11489;255;10;40;;x;
11490;255;11;120;;x;
11491;255;12;160;;x;
11492;255;13;40;;x;
11493;255;14;120;;x;
11494;255;15;160;;x;
11495;255;16;40;;x;
11496;255;17;120;;x;
11497;255;18;160;;x;
11498;255;19;40;;x;
11499;255;20;120;;x;
11500;255;21;160;;x;
11501;255;22;40;;x;
11502;255;23;120;;x;
11503;255;24;160;;x;
11504;255;25;40;;x;
11505;255;26;120;;x;
11506;255;27;160;;x;
11507;255;28;40;;x;
11508;255;29;120;;x;
11509;255;30;160;;x;
11510;255;31;40;;x;
11511;255;32;120;;x;
11512;255;33;160;;x;
11513;255;34;40;;x;
11514;255;35;160;;x;
11515;255;36;120;;x;
11516;255;37;40;;x;
11517;255;38;120;;x;
11518;255;39;160;;x;
11519;255;40;40;;x;
11520;255;41;120;;x;
11521;255;42;160;;x;
11522;255;43;40;;x;
11523;255;44;120;;x;
11524;255;45;160;;x;
11525;255;46;40;;x;
11526;255;47;120;;x;
11527;255;48;160;;x;
11528;255;49;40;;x;
11529;255;50;120;;x;
11530;255;51;160;;x;
11531;255;52;40;;x;
11532;255;53;120;;x;
11533;255;54;160;;x;
11534;255;55;40;;x;
11535;255;56;120;;x;
11536;255;57;160;;x;
11537;255;58;40;;x;
11538;255;59;120;;x;
11539;255;60;160;;x;
11540;0;2;240;;x;
11541;1;2;244;;x;
11542;2;2;248;;x;
11543;3;2;232;;x;
11544;4;2;236;;x;
11545;5;2;240;;x;
11546;6;2;244;;x;
11547;7;2;248;;x;
11548;8;2;232;;x;
11549;9;2;236;;x;
11550;10;2;240;;x;
11551;11;2;244;;x;
11552;12;2;248;;x;
11553;13;2;232;;x;
11554;14;2;236;;x;
11555;15;2;240;;x;
11556;16;2;244;;x;
11557;17;2;248;;x;
11558;18;2;232;;x;
11559;19;2;236;;x;
11560;20;2;240;;x;
11561;21;2;244;;x;
11562;22;2;248;;x;
11563;23;2;232;;x;
11564;24;2;236;;x;
11565;25;2;240;;x;
11566;26;2;244;;x;
11567;27;2;248;;x;
11568;28;2;232;;x;
11569;29;2;236;;x;
11570;30;2;240;;x;
11571;31;2;244;;x;
11572;32;2;248;;x;
11573;33;2;232;;x;
11574;34;2;236;;x;
11575;35;2;240;;x;
11576;36;2;244;;x;
11577;37;2;248;;x;
11578;38;2;232;;x;
11579;39;2;236;;x;
11580;40;2;240;;x;
11581;41;2;244;;x;
11582;42;2;248;;x;
11583;43;2;232;;x;
11584;44;2;236;;x;
11585;45;2;240;;x;
11586;46;2;244;;x;
11587;47;2;248;;x;
11588;48;2;236;;x;
11589;49;2;236;;x;
11590;50;2;240;;x;
11591;51;2;244;;x;
11592;52;2;248;;x;
11593;53;2;232;;x;
11594;54;2;236;;x;
11595;55;2;240;;x;
11596;56;2;244;;x;
11597;57;2;248;;x;
11598;58;2;232;;x;
11599;59;2;236;;x;
11600;60;2;240;;x;
11601;61;2;244;;x;
11602;62;2;248;;x;
11603;63;2;232;;x;
11604;64;2;236;;x;
11605;65;2;240;;x;
11606;66;2;244;;x;
11607;67;2;248;;x;
11608;68;2;232;;x;
11609;69;2;236;;x;
11610;70;2;240;;x;
11611;71;2;244;;x;
11612;72;2;248;;x;
11613;73;2;232;;x;
11614;74;2;236;;x;
11615;75;2;240;;x;
11616;76;2;244;;x;
11617;77;2;248;;x;
11618;78;2;232;;x;
11619;79;2;236;;x;
11620;80;2;240;;x;
11621;81;2;244;;x;
11622;82;2;248;;x;
11623;83;2;232;;x;
11624;84;2;236;;x;
11625;85;2;240;;x;
11626;86;2;244;;x;
11627;87;2;248;;x;
11628;88;2;232;;x;
11629;89;2;236;;x;
11630;90;2;240;;x;
11631;91;2;244;;x;
11632;92;2;248;;x;
11633;93;2;232;;x;
11634;94;2;236;;x;
11635;95;2;240;;x;
11636;96;2;244;;x;
11637;97;2;248;;x;
11638;98;2;232;;x;
11639;99;2;236;;x;
11640;100;2;240;;x;
11641;101;2;244;;x;
11642;102;2;248;;x;
11643;103;2;232;;x;
11644;104;2;236;;x;
11645;105;2;240;;x;
11646;106;2;244;;x;
11647;107;2;248;;x;
11648;108;2;232;;x;
11649;109;2;236;;x;
11650;110;2;240;;x;
11651;111;2;244;;x;
11652;112;2;248;;x;
11653;113;4;232;;x;
11654;114;4;236;;x;
11655;115;4;240;;x;
11656;116;4;244;;x;
11657;117;4;248;;x;
11658;118;4;232;;x;
11659;119;4;236;;x;
11660;120;4;240;;x;
11661;121;4;244;;x;
11662;122;4;248;;x;
11663;123;4;232;;x;
11664;124;4;236;;x;
11665;125;4;240;;x;
11666;126;4;244;;x;
11667;0;4;248;;x;
11668;1;4;232;;x;
11669;2;4;236;;x;
11670;3;4;240;;x;
11671;4;4;244;;x;
11672;5;4;244;;x;
11673;6;4;232;;x;
11674;7;4;236;;x;
11675;8;4;240;;x;
11676;9;4;244;;x;
11677;10;4;248;;x;
11678;11;4;232;;x;
11679;12;4;236;;x;
11680;13;4;240;;x;
11681;14;4;244;;x;
11682;15;4;248;;x;
11683;16;4;232;;x;
11684;17;4;236;;x;
11685;18;4;240;;x;
11686;19;4;244;;x;
11687;20;4;248;;x;
11688;21;4;232;;x;
11689;22;4;236;;x;
11690;23;4;240;;x;
11691;24;4;244;;x;
11692;25;4;248;;x;
11693;26;4;232;;x;
11694;27;4;236;;x;
11695;28;4;240;;x;
11696;29;4;244;;x;
11697;30;4;248;;x;
11698;31;4;232;;x;
11699;32;4;236;;x;
11700;33;4;240;;x;
11701;34;4;244;;x;
11702;35;4;248;;x;
11703;36;4;232;;x;
11704;37;4;236;;x;
11705;38;4;240;;x;
11706;39;4;244;;x;
11707;40;4;248;;x;
11708;41;4;232;;x;
11709;42;4;236;;x;
11710;43;4;240;;x;
11711;44;4;244;;x;
11712;45;4;248;;x;
11713;46;4;232;;x;
11714;47;4;236;;x;
11715;48;4;240;;x;
11716;49;4;244;;x;
11717;50;4;248;;x;
11718;51;4;232;;x;
11719;52;4;236;;x;
11720;53;4;240;;x;
11721;54;4;244;;x;
11722;55;4;248;;x;
11723;56;4;232;;x;
11724;57;4;236;;x;
11725;58;4;240;;x;
11726;59;4;244;;x;
11727;60;4;248;;x;
11728;61;4;232;;x;
11729;62;4;236;;x;
11730;63;4;240;;x;
11731;64;4;244;;x;
11732;65;4;248;;x;
11733;66;4;232;;x;
11734;67;4;236;;x;
11735;68;4;240;;x;
11736;69;4;244;;x;
11737;70;4;248;;x;
11738;71;4;232;;x;
11739;72;4;236;;x;
11740;73;4;240;;x;
11741;74;4;244;;x;
11742;75;4;248;;x;
11743;76;4;236;;x;
11744;77;4;236;;x;
11745;78;4;240;;x;
11746;79;4;244;;x;
11747;80;4;248;;x;
11748;81;4;232;;x;
11749;82;4;236;;x;
11750;83;4;240;;x;
11751;84;4;244;;x;
11752;85;4;248;;x;
11753;86;4;232;;x;
11754;87;4;236;;x;
11755;88;4;240;;x;
11756;89;4;244;;x;
11757;90;4;248;;x;
11758;91;4;232;;x;
11759;92;4;236;;x;
11760;93;4;240;;x;
11761;94;4;244;;x;
11762;95;4;248;;x;
11763;96;4;232;;x;
11764;97;4;236;;x;
11765;98;4;240;;x;
11766;99;4;244;;x;
11767;100;4;248;;x;
11768;101;4;232;;x;
11769;102;4;236;;x;
11770;103;4;240;;x;
11771;104;4;244;;x;
11772;105;4;248;;x;
11773;106;6;232;;x;
11774;107;6;236;;x;
11775;108;6;240;;x;
11776;109;6;244;;x;
11777;110;6;248;;x;
11778;111;6;232;;x;
11779;112;6;236;;x;
11780;113;6;244;;x;
11781;114;6;244;;x;
11782;115;6;248;;x;
11783;116;6;232;;x;
11784;117;6;236;;x;
11785;118;6;240;;x;
11786;119;6;244;;x;
11787;120;6;248;;x;
11788;121;6;232;;x;
11789;122;6;236;;x;
11790;123;6;240;;x;
11791;124;6;244;;x;
11792;125;6;248;;x;
11793;126;6;232;;x;
11794;0;6;236;;x;
11795;1;6;240;;x;
11796;2;6;244;;x;
11797;3;6;248;;x;
11798;4;6;232;;x;
11799;5;6;236;;x;
11800;6;6;240;;x;
11801;7;6;244;;x;
11802;8;6;248;;x;
11803;9;6;232;;x;
11804;10;6;236;;x;
11805;11;6;240;;x;
11806;12;6;244;;x;
11807;13;6;248;;x;
11808;14;6;232;;x;
11809;15;6;236;;x;
11810;16;6;240;;x;
11811;17;6;244;;x;
11812;18;6;248;;x;
11813;19;6;232;;x;
11814;20;6;236;;x;
11815;21;6;240;;x;
11816;22;6;244;;x;
11817;23;6;248;;x;
11818;24;6;232;;x;
11819;25;6;236;;x;
11820;26;6;240;;x;
11821;27;6;244;;x;
11822;28;6;248;;x;
11823;29;6;232;;x;
11824;30;6;236;;x;
11825;31;6;240;;x;
11826;32;6;244;;x;
11827;33;6;248;;x;
11828;34;6;232;;x;
11829;35;6;236;;x;
11830;36;6;240;;x;
11831;37;6;244;;x;
11832;38;6;248;;x;
11833;39;6;232;;x;
11834;40;6;236;;x;
11835;41;6;240;;x;
11836;42;6;244;;x;
11837;43;6;248;;x;
11838;44;6;232;;x;
11839;45;6;236;;x;
11840;46;6;240;;x;
11841;47;6;244;;x;
11842;48;6;248;;x;
11843;49;6;232;;x;
11844;50;6;236;;x;
11845;51;6;240;;x;
11846;52;6;244;;x;
11847;53;6;248;;x;
11848;54;6;232;;x;
11849;55;6;236;;x;
11850;56;6;240;;x;
11851;57;6;244;;x;
11852;58;6;248;;x;
11853;59;6;232;;x;
11854;60;6;236;;x;
11855;61;6;240;;x;
11856;62;6;244;;x;
11857;63;6;248;;x;
11858;64;6;232;;x;
11859;65;6;236;;x;
11860;66;6;240;;x;
11861;67;6;244;;x;
11862;68;6;248;;x;
11863;69;6;232;;x;
11864;70;6;236;;x;
11865;71;6;240;;x;
11866;72;6;244;;x;
11867;73;6;248;;x;
11868;74;6;232;;x;
11869;75;6;236;;x;
11870;76;6;240;;x;
11871;77;6;244;;x;
11872;78;6;248;;x;
11873;79;6;232;;x;
11874;80;6;236;;x;
11875;81;6;240;;x;
11876;82;6;244;;x;
11877;83;6;248;;x;
11878;84;6;232;;x;
11879;85;6;236;;x;
11880;86;6;240;;x;
11881;87;6;244;;x;
11882;88;6;248;;x;
11883;89;6;232;;x;
11884;90;6;236;;x;
11885;91;6;240;;x;
11886;92;6;244;;x;
11887;93;6;248;;x;
11888;94;6;232;;x;
11889;95;6;236;;x;
11890;96;6;240;;x;
11891;97;6;244;;x;
11892;98;6;248;;x;
11893;99;8;232;;x;
11894;100;8;236;;x;
11895;101;8;240;;x;
11896;102;8;244;;x;
11897;103;8;248;;x;
11898;104;8;232;;x;
11899;105;8;236;;x;
11900;106;8;240;;x;
11901;107;8;244;;x;
11902;108;8;248;;x;
11903;109;8;232;;x;
11904;110;8;236;;x;
11905;111;8;240;;x;
11906;112;8;244;;x;
11907;113;8;248;;x;
11908;114;8;232;;x;
11909;115;8;236;;x;
11910;116;8;240;;x;
11911;117;8;244;;x;
11912;118;8;248;;x;
11913;119;8;232;;x;
11914;120;8;236;;x;
11915;121;8;240;;x;
11916;122;8;244;;x;
11917;123;8;248;;x;
11918;124;8;232;;x;
11919;125;8;236;;x;
11920;126;8;240;;x;
11921;0;8;244;;x;
11922;1;8;248;;x;
11923;2;8;232;;x;
11924;3;8;236;;x;
11925;4;8;240;;x;
11926;5;8;244;;x;
11927;6;8;248;;x;
11928;7;8;232;;x;
11929;8;8;236;;x;
11930;9;8;240;;x;
11931;10;8;244;;x;
11932;11;8;248;;x;
11933;12;8;232;;x;
11934;13;8;236;;x;
11935;14;8;240;;x;
11936;15;8;244;;x;
11937;16;8;248;;x;
11938;17;8;232;;x;
11939;18;8;236;;x;
11940;19;8;240;;x;
11941;20;8;244;;x;
11942;21;8;248;;x;
11943;22;8;232;;x;
11944;23;8;236;;x;
11945;24;8;240;;x;
11946;25;8;244;;x;
11947;26;8;248;;x;
11948;27;8;232;;x;
11949;28;8;236;;x;
11950;29;8;240;;x;
11951;30;8;244;;x;
11952;31;8;248;;x;
11953;32;8;232;;x;
11954;33;8;236;;x;
11955;34;8;240;;x;
11956;35;8;244;;x;
11957;36;8;248;;x;
11958;37;8;232;;x;
11959;38;8;236;;x;
11960;39;8;240;;x;
11961;40;8;244;;x;
11962;41;8;248;;x;
11963;42;8;232;;x;
11964;43;8;236;;x;
11965;44;8;240;;x;
11966;45;8;244;;x;
11967;46;8;248;;x;
11968;47;8;232;;x;
11969;48;8;236;;x;
11970;49;8;240;;x;
11971;50;8;244;;x;
11972;51;8;248;;x;
11973;52;8;232;;x;
11974;53;8;236;;x;
11975;54;8;240;;x;
11976;55;8;244;;x;
11977;56;8;248;;x;
11978;57;8;232;;x;
11979;58;8;236;;x;
11980;59;8;240;;x;
11981;60;8;244;;x;
11982;61;8;248;;x;
11983;62;8;232;;x;
11984;63;8;236;;x;
11985;64;8;240;;x;
11986;65;8;244;;x;
11987;66;8;248;;x;
11988;67;8;232;;x;
11989;68;8;236;;x;
11990;69;8;240;;x;
11991;70;8;244;;x;
11992;71;8;248;;x;
11993;72;8;232;;x;
11994;73;8;236;;x;
11995;74;8;240;;x;
11996;75;8;244;;x;
11997;76;8;248;;x;
11998;77;8;232;;x;
11999;78;8;236;;x;
12000;79;8;240;;x;
12001;80;8;244;;x;
12002;81;8;248;;x;
12003;82;8;232;;x;
12004;83;8;236;;x;
12005;84;8;240;;x;
12006;85;8;244;;x;
12007;86;8;248;;x;
12008;87;8;232;;x;
12009;88;8;236;;x;
12010;89;8;240;;x;
12011;90;8;244;;x;
12012;91;8;248;;x;
12013;92;10;232;;x;
12014;93;10;236;;x;
12015;94;10;240;;x;
12016;95;10;244;;x;
12017;96;10;248;;x;
12018;97;10;232;;x;
12019;98;10;236;;x;
12020;99;10;240;;x;
12021;100;10;244;;x;
12022;101;10;248;;x;
12023;102;10;232;;x;
12024;103;10;236;;x;
12025;104;10;240;;x;
12026;105;10;244;;x;
12027;106;10;248;;x;
12028;107;10;232;;x;
12029;108;10;236;;x;
12030;109;10;240;;x;
12031;110;10;244;;x;
12032;111;10;248;;x;
12033;112;10;232;;x;
12034;113;10;236;;x;
12035;114;10;240;;x;
12036;115;10;244;;x;
12037;116;10;248;;x;
12038;117;10;232;;x;
12039;118;10;236;;x;
12040;119;10;240;;x;
12041;120;10;244;;x;
12042;121;10;248;;x;
12043;122;10;232;;x;
12044;123;10;236;;x;
12045;124;10;240;;x;
12046;125;10;244;;x;
12047;126;10;248;;x;
12048;0;10;232;;x;
12049;1;10;236;;x;
12050;2;10;240;;x;
12051;3;10;244;;x;
12052;4;10;248;;x;
12053;5;10;232;;x;
12054;6;10;236;;x;
12055;7;10;240;;x;
12056;8;10;244;;x;
12057;9;10;248;;x;
12058;10;10;232;;x;
12059;11;10;236;;x;
12060;12;10;240;;x;
12061;13;10;244;;x;
12062;14;10;248;;x;
12063;15;10;232;;x;
12064;16;10;236;;x;
12065;17;10;240;;x;
12066;18;10;244;;x;
12067;19;10;248;;x;
12068;20;10;232;;x;
12069;21;10;236;;x;
12070;22;10;240;;x;
12071;23;10;244;;x;
12072;24;10;248;;x;
12073;25;10;232;;x;
12074;26;10;236;;x;
12075;27;10;240;;x;
12076;28;10;244;;x;
12077;29;10;248;;x;
12078;30;10;232;;x;
12079;31;10;236;;x;
12080;32;10;240;;x;
12081;33;10;244;;x;
12082;34;10;248;;x;
12083;35;10;232;;x;
12084;36;10;236;;x;
12085;37;10;240;;x;
12086;38;10;244;;x;
12087;39;10;248;;x;
12088;40;10;232;;x;
12089;41;10;236;;x;
12090;42;10;240;;x;
12091;43;10;244;;x;
12092;44;10;248;;x;
12093;45;10;232;;x;
12094;46;10;236;;x;
12095;47;10;240;;x;
12096;48;10;244;;x;
12097;49;10;248;;x;
12098;50;10;232;;x;
12099;51;10;236;;x;
12100;52;10;240;;x;
12101;53;10;244;;x;
12102;54;10;248;;x;
12103;55;10;232;;x;
12104;56;10;236;;x;
12105;57;10;240;;x;
12106;58;10;244;;x;
12107;59;10;248;;x;
12108;60;10;232;;x;
12109;61;10;236;;x;
12110;62;10;240;;x;
12111;63;10;244;;x;
12112;64;10;248;;x;
12113;65;10;232;;x;
12114;66;10;236;;x;
12115;67;10;240;;x;
12116;68;10;244;;x;
12117;69;10;248;;x;
12118;70;10;232;;x;
12119;71;10;236;;x;
12120;72;10;240;;x;
12121;73;10;244;;x;
12122;74;10;248;;x;
12123;75;10;232;;x;
12124;76;10;236;;x;
12125;77;10;240;;x;
12126;78;10;244;;x;
12127;79;10;248;;x;
