province;red;green;blue;x;x
10347;52;78;188;;x
10348;94;81;61;;x
10349;136;84;189;;x
10350;178;87;62;;x
10351;10;90;190;;x
10352;52;93;63;;x
10353;94;96;191;;x
10354;136;99;64;;x
10355;178;102;192;;x
10356;10;105;65;;x
10357;52;108;193;;x
10358;94;111;66;;x
10359;136;114;194;;x
10360;178;117;67;;x
10361;10;120;195;;x
10362;52;123;68;;x
10363;94;126;196;;x
10364;136;129;69;;x
10365;178;132;197;;x
10366;10;135;70;;x
10367;52;138;198;;x
10368;94;141;71;;x
10369;136;144;199;;x
10370;178;147;72;;x
10371;10;150;200;;x
10372;52;153;73;;x
10373;94;156;201;;x
10374;136;159;74;;x
10375;178;162;202;;x
10376;10;165;75;;x
10377;52;168;203;;x
10378;94;171;76;;x
10379;136;174;204;;x
10380;178;177;77;;x
10381;10;180;205;;x
10382;52;183;78;;x
10383;94;186;206;;x
10384;136;189;79;;x
10385;178;192;207;;x
10386;10;195;80;;x
10387;52;198;208;;x
10388;94;201;81;;x
10389;136;204;209;;x
10390;178;207;82;;x
10391;10;210;210;;x
10392;52;0;83;;x
10393;94;3;211;;x
10394;136;6;84;;x
10395;178;9;212;;x
10396;10;12;85;;x
10397;52;15;213;;x
10398;94;18;86;;x
10399;136;21;214;;x
10400;178;24;87;;x
10401;10;27;215;;x
10402;52;30;88;;x
10403;94;33;216;;x
10404;136;36;89;;x
10405;178;39;217;;x
10406;10;42;90;;x
10407;52;45;218;;x
10408;94;48;91;;x
10409;136;51;219;;x
10410;178;54;92;;x
10411;10;57;220;;x
10412;52;60;93;;x
10413;94;63;221;;x
10414;136;66;94;;x
10415;178;69;222;;x
10416;10;72;95;;x
10417;52;75;223;;x
10418;94;78;96;;x
10419;136;81;224;;x
10420;178;84;97;;x
10421;10;87;225;;x
10422;52;90;98;;x
10423;94;93;226;;x
10424;136;96;99;;x
10425;178;99;227;;x
10426;10;102;0;;x
10427;52;105;128;;x
10428;94;108;1;;x
10429;136;111;129;;x
10430;178;114;2;;x
10431;10;117;130;;x
10432;52;120;3;;x
10433;94;123;131;;x
10434;136;126;4;;x
10435;178;129;132;;x
10436;10;132;5;;x
10437;52;135;133;;x
10438;94;138;6;;x
10439;136;141;134;;x
10440;178;144;7;;x
10441;10;147;135;;x
10442;52;150;8;;x
10443;94;153;136;;x
10444;136;156;9;;x
10445;178;159;137;;x
10446;10;162;10;;x
10447;52;165;138;;x
10448;94;168;11;;x
10449;136;171;139;;x
10450;178;174;12;;x
10451;10;177;140;;x
10452;52;180;13;;x
10453;94;183;141;;x
10454;136;186;14;;x
10455;178;189;142;;x
10456;10;192;15;;x
10457;52;195;143;;x
10458;94;198;16;;x
10459;136;201;144;;x
10460;178;204;17;;x
10461;10;207;145;;x
10462;52;210;18;;x
10463;94;0;146;;x
10464;136;3;19;;x
10465;178;6;147;;x
10466;10;9;20;;x
10467;52;12;148;;x
10468;94;15;21;;x
10469;136;18;149;;x
10470;178;21;22;;x
10471;10;24;150;;x
10472;52;27;23;;x
10473;94;30;151;;x
10474;136;33;24;;x
10475;178;36;152;;x
10476;10;39;25;;x
10477;52;42;153;;x
10478;94;45;26;;x
10479;136;48;154;;x
10480;178;51;27;;x
10481;10;54;155;;x
10482;52;57;28;;x
10483;94;60;156;;x
10484;136;63;29;;x
10485;178;66;157;;x
10486;10;69;30;;x
10487;52;72;158;;x
10488;94;75;31;;x
10489;136;78;159;;x
10490;178;81;32;;x
10491;10;84;160;;x
10492;52;87;33;;x
10493;94;90;161;;x
10494;136;93;34;;x
10495;178;96;162;;x
10496;10;99;35;;x
10497;52;102;163;;x
10498;94;105;36;;x
10499;136;108;164;;x
10500;178;111;37;;x
10501;10;114;165;;x
10502;52;117;38;;x
10503;94;120;166;;x
10504;136;123;39;;x
10505;178;126;167;;x
10506;10;129;40;;x
10507;52;132;168;;x
10508;94;135;41;;x
10509;136;138;169;;x
10510;178;141;42;;x
10511;10;144;170;;x
10512;52;147;43;;x
10513;94;150;171;;x
10514;136;153;44;;x
10515;178;156;172;;x
10516;10;159;45;;x
10517;52;162;173;;x
10518;94;165;46;;x
10519;136;168;174;;x
10520;178;171;47;;x
10521;10;174;175;;x
10522;52;177;48;;x
10523;94;180;176;;x
10524;136;183;49;;x
10525;178;186;177;;x
10526;0;0;232;;x
10527;1;0;236;;x
10528;2;0;240;;x
10529;3;0;244;;x
10530;4;0;248;;x
10531;5;0;232;;x
10532;6;0;236;;x
10533;7;0;240;;x
10534;8;0;244;;x
10535;9;0;248;;x
10536;10;0;232;;x
10537;11;0;236;;x
10538;12;0;240;;x
10539;13;0;244;;x
10540;14;0;248;;x
10541;15;0;232;;x
10542;16;0;236;;x
10543;17;0;240;;x
10544;18;0;244;;x
10545;19;0;248;;x
10546;20;0;232;;x
10547;21;0;236;;x
10548;22;0;240;;x
10549;23;0;244;;x
10550;24;0;248;;x
10551;25;0;232;;x
10552;26;0;236;;x
10553;27;0;240;;x
10554;28;0;244;;x
10555;29;0;248;;x
10556;30;0;232;;x
10557;31;0;236;;x
10558;32;0;240;;x
10559;33;0;244;;x
10560;34;0;248;;x
10561;35;0;232;;x
10562;36;0;236;;x
10563;37;0;240;;x
10564;38;0;244;;x
10565;39;0;248;;x
10566;40;0;232;;x
10567;41;0;236;;x
10568;42;0;240;;x
10569;43;0;244;;x
10570;44;0;248;;x
10571;45;0;232;;x
10572;46;0;236;;x
10573;47;0;240;;x
10574;48;0;244;;x
10575;49;0;248;;x
10576;50;0;232;;x
10577;51;0;236;;x
10578;52;0;240;;x
10579;53;0;244;;x
10580;54;0;248;;x
10581;55;0;232;;x
10582;56;0;236;;x
10583;57;0;240;;x
10584;58;0;244;;x
10585;59;0;248;;x
10586;60;0;232;;x
10587;61;0;236;;x
10588;62;0;240;;x
10589;63;0;244;;x
10590;64;0;248;;x
10591;65;0;232;;x
10592;66;0;236;;x
10593;67;0;240;;x
10594;68;0;244;;x
10595;69;0;248;;x
10596;70;0;232;;x
10597;71;0;236;;x
10598;72;0;240;;x
10599;73;0;244;;x
10600;74;0;248;;x
10601;75;0;232;;x
10602;76;0;236;;x
10603;77;0;240;;x
10604;78;0;244;;x
10605;79;0;248;;x
10606;80;0;232;;x
10607;81;0;236;;x
10608;82;0;240;;x
10609;83;0;244;;x
10610;84;0;248;;x
10611;85;0;232;;x
10612;86;0;236;;x
10613;87;0;240;;x
10614;88;0;244;;x
10615;89;0;248;;x
10616;90;0;232;;x
10617;91;0;236;;x
10618;92;0;240;;x
10619;93;0;244;;x
10620;94;0;248;;x
10621;95;0;232;;x
10622;96;0;236;;x
10623;97;0;240;;x
10624;98;0;244;;x
10625;99;0;248;;x
10626;100;0;232;;x
10627;101;0;236;;x
10628;102;0;240;;x
10629;103;0;244;;x
10630;104;0;248;;x
10631;105;0;232;;x
10632;106;0;236;;x
10633;107;0;240;;x
10634;108;0;244;;x
10635;109;0;248;;x
10636;110;0;232;;x
10637;111;0;236;;x
10638;112;0;240;;x
10639;113;0;244;;x
10640;114;0;248;;x
10641;115;0;232;;x
10642;116;0;236;;x
10643;117;0;240;;x
10644;118;0;244;;x
10645;119;0;248;;x
10646;120;2;232;;x
10647;121;2;236;;x
10648;122;2;240;;x
10649;123;2;244;;x
10650;124;2;248;;x
10651;125;2;232;;x
10652;126;2;236;;x
10653;255;1;40;;x
10654;255;2;120;;x
10655;255;3;160;;x
10656;255;4;40;;x
10657;255;5;120;;x
10658;255;6;160;;x
10659;255;7;40;;x
10660;255;8;120;;x
10661;255;9;160;;x
10662;255;10;40;;x
10663;255;11;120;;x
10664;255;12;160;;x
10665;255;13;40;;x
10666;255;14;120;;x
10667;255;15;160;;x
10668;255;16;40;;x
10669;255;17;120;;x
10670;255;18;160;;x
10671;255;19;40;;x
10672;255;20;120;;x
10673;255;21;160;;x
10674;255;22;40;;x
10675;255;23;120;;x
10676;255;24;160;;x
10677;255;25;40;;x
10678;255;26;120;;x
10679;255;27;160;;x
10680;255;28;40;;x
10681;255;29;120;;x
10682;255;30;160;;x
10683;255;31;40;;x
10684;255;32;120;;x
10685;255;33;160;;x
10686;255;34;40;;x
10687;255;35;160;;x
10688;255;36;120;;x
10689;255;37;40;;x
10690;255;38;120;;x
10691;255;39;160;;x
10692;255;40;40;;x
10693;255;41;120;;x
10694;255;42;160;;x
10695;255;43;40;;x
10696;255;44;120;;x
10697;255;45;160;;x
10698;255;46;40;;x
10699;255;47;120;;x
10700;255;48;160;;x
10701;255;49;40;;x
10702;255;50;120;;x
10703;255;51;160;;x
10704;255;52;40;;x
10705;255;53;120;;x
10706;255;54;160;;x
10707;255;55;40;;x
10708;255;56;120;;x
10709;255;57;160;;x
10710;255;58;40;;x
10711;255;59;120;;x
10712;255;60;160;;x
10713;0;2;240;;x
10714;1;2;244;;x
10715;2;2;248;;x
10716;3;2;232;;x
10717;4;2;236;;x
10718;5;2;240;;x
10719;6;2;244;;x
10720;7;2;248;;x
10721;8;2;232;;x
10722;9;2;236;;x
10723;10;2;240;;x
10724;11;2;244;;x
10725;12;2;248;;x
10726;13;2;232;;x
10727;14;2;236;;x
10728;15;2;240;;x
10729;16;2;244;;x
10730;17;2;248;;x
10731;18;2;232;;x
10732;19;2;236;;x
10733;20;2;240;;x
10734;21;2;244;;x
10735;22;2;248;;x
10736;23;2;232;;x
10737;24;2;236;;x
10738;25;2;240;;x
10739;26;2;244;;x
10740;27;2;248;;x
10741;28;2;232;;x
10742;29;2;236;;x
10743;30;2;240;;x
10744;31;2;244;;x
10745;32;2;248;;x
10746;33;2;232;;x
10747;34;2;236;;x
10748;35;2;240;;x
10749;36;2;244;;x
10750;37;2;248;;x
10751;38;2;232;;x
10752;39;2;236;;x
10753;40;2;240;;x
10754;41;2;244;;x
10755;42;2;248;;x
10756;43;2;232;;x
10757;44;2;236;;x
10758;45;2;240;;x
10759;46;2;244;;x
10760;47;2;248;;x
10761;48;2;236;;x
10762;49;2;236;;x
10763;50;2;240;;x
10764;51;2;244;;x
10765;52;2;248;;x
10766;53;2;232;;x
10767;54;2;236;;x
10768;55;2;240;;x
10769;56;2;244;;x
10770;57;2;248;;x
10771;58;2;232;;x
10772;59;2;236;;x
10773;60;2;240;;x
10774;61;2;244;;x
10775;62;2;248;;x
10776;63;2;232;;x
10777;64;2;236;;x
10778;65;2;240;;x
10779;66;2;244;;x
10780;67;2;248;;x
10781;68;2;232;;x
10782;69;2;236;;x
10783;70;2;240;;x
10784;71;2;244;;x
10785;72;2;248;;x
10786;73;2;232;;x
10787;74;2;236;;x
10788;75;2;240;;x
10789;76;2;244;;x
10790;77;2;248;;x
10791;78;2;232;;x
10792;79;2;236;;x
10793;80;2;240;;x
10794;81;2;244;;x
10795;82;2;248;;x
10796;83;2;232;;x
10797;84;2;236;;x
10798;85;2;240;;x
10799;86;2;244;;x
10800;87;2;248;;x
10801;88;2;232;;x
10802;89;2;236;;x
10803;90;2;240;;x
10804;91;2;244;;x
10805;92;2;248;;x
10806;93;2;232;;x
10807;94;2;236;;x
10808;95;2;240;;x
10809;96;2;244;;x
10810;97;2;248;;x
10811;98;2;232;;x
10812;99;2;236;;x
10813;100;2;240;;x
10814;101;2;244;;x
10815;102;2;248;;x
10816;103;2;232;;x
10817;104;2;236;;x
10818;105;2;240;;x
10819;106;2;244;;x
10820;107;2;248;;x
10821;108;2;232;;x
10822;109;2;236;;x
10823;110;2;240;;x
10824;111;2;244;;x
10825;112;2;248;;x
10826;113;4;232;;x
10827;114;4;236;;x
10828;115;4;240;;x
10829;116;4;244;;x
10830;117;4;248;;x
10831;118;4;232;;x
10832;119;4;236;;x
10833;120;4;240;;x
10834;121;4;244;;x
10835;122;4;248;;x
10836;123;4;232;;x
10837;124;4;236;;x
10838;125;4;240;;x
10839;126;4;244;;x
10840;0;4;248;;x
10841;1;4;232;;x
10842;2;4;236;;x
10843;3;4;240;;x
10844;4;4;244;;x
10845;5;4;244;;x
10846;6;4;232;;x
10847;7;4;236;;x
10848;8;4;240;;x
10849;9;4;244;;x
10850;10;4;248;;x
10851;11;4;232;;x
10852;12;4;236;;x
10853;13;4;240;;x
10854;14;4;244;;x
10855;15;4;248;;x
10856;16;4;232;;x
10857;17;4;236;;x
10858;18;4;240;;x
10859;19;4;244;;x
10860;20;4;248;;x
10861;21;4;232;;x
10862;22;4;236;;x
10863;23;4;240;;x
10864;24;4;244;;x
10865;25;4;248;;x
10866;26;4;232;;x
10867;27;4;236;;x
10868;28;4;240;;x
10869;29;4;244;;x
10870;30;4;248;;x
10871;31;4;232;;x
10872;32;4;236;;x
10873;33;4;240;;x
10874;34;4;244;;x
10875;35;4;248;;x
10876;36;4;232;;x
10877;37;4;236;;x
10878;38;4;240;;x
10879;39;4;244;;x
10880;40;4;248;;x
10881;41;4;232;;x
10882;42;4;236;;x
10883;43;4;240;;x
10884;44;4;244;;x
10885;45;4;248;;x
10886;46;4;232;;x
10887;47;4;236;;x
10888;48;4;240;;x
10889;49;4;244;;x
10890;50;4;248;;x
10891;51;4;232;;x
10892;52;4;236;;x
10893;53;4;240;;x
10894;54;4;244;;x
10895;55;4;248;;x
10896;56;4;232;;x
10897;57;4;236;;x
10898;58;4;240;;x
10899;59;4;244;;x
10900;60;4;248;;x
10901;61;4;232;;x
10902;62;4;236;;x
10903;63;4;240;;x
10904;64;4;244;;x
10905;65;4;248;;x
10906;66;4;232;;x
10907;67;4;236;;x
10908;68;4;240;;x
10909;69;4;244;;x
10910;70;4;248;;x
10911;71;4;232;;x
10912;72;4;236;;x
10913;73;4;240;;x
10914;74;4;244;;x
10915;75;4;248;;x
10916;76;4;236;;x
10917;77;4;236;;x
10918;78;4;240;;x
10919;79;4;244;;x
10920;80;4;248;;x
10921;81;4;232;;x
10922;82;4;236;;x
10923;83;4;240;;x
10924;84;4;244;;x
10925;85;4;248;;x
10926;86;4;232;;x
10927;87;4;236;;x
10928;88;4;240;;x
10929;89;4;244;;x
10930;90;4;248;;x
10931;91;4;232;;x
10932;92;4;236;;x
10933;93;4;240;;x
10934;94;4;244;;x
10935;95;4;248;;x
10936;96;4;232;;x
10937;97;4;236;;x
10938;98;4;240;;x
10939;99;4;244;;x
10940;100;4;248;;x
10941;101;4;232;;x
10942;102;4;236;;x
10943;103;4;240;;x
10944;104;4;244;;x
10945;105;4;248;;x
10946;106;6;232;;x
10947;107;6;236;;x
10948;108;6;240;;x
10949;109;6;244;;x
10950;110;6;248;;x
10951;111;6;232;;x
10952;112;6;236;;x
10953;113;6;244;;x
10954;114;6;244;;x
10955;115;6;248;;x
10956;116;6;232;;x
10957;117;6;236;;x
10958;118;6;240;;x
10959;119;6;244;;x
10960;120;6;248;;x
10961;121;6;232;;x
10962;122;6;236;;x
10963;123;6;240;;x
10964;124;6;244;;x
10965;125;6;248;;x
10966;126;6;232;;x
10967;0;6;236;;x
10968;1;6;240;;x
10969;2;6;244;;x
10970;3;6;248;;x
10971;4;6;232;;x
10972;5;6;236;;x
10973;6;6;240;;x
10974;7;6;244;;x
10975;8;6;248;;x
10976;9;6;232;;x
10977;10;6;236;;x
10978;11;6;240;;x
10979;12;6;244;;x
10980;13;6;248;;x
10981;14;6;232;;x
10982;15;6;236;;x
10983;16;6;240;;x
10984;17;6;244;;x
10985;18;6;248;;x
10986;19;6;232;;x
10987;20;6;236;;x
10988;21;6;240;;x
10989;22;6;244;;x
10990;23;6;248;;x
10991;24;6;232;;x
10992;25;6;236;;x
10993;26;6;240;;x
10994;27;6;244;;x
10995;28;6;248;;x
10996;29;6;232;;x
10997;30;6;236;;x
10998;31;6;240;;x
10999;32;6;244;;x
11000;33;6;248;;x
11001;34;6;232;;x
11002;35;6;236;;x
11003;36;6;240;;x
11004;37;6;244;;x
11005;38;6;248;;x
11006;39;6;232;;x
11007;40;6;236;;x
11008;41;6;240;;x
11009;42;6;244;;x
11010;43;6;248;;x
11011;44;6;232;;x
11012;45;6;236;;x
11013;46;6;240;;x
11014;47;6;244;;x
11015;48;6;248;;x
11016;49;6;232;;x
11017;50;6;236;;x
11018;51;6;240;;x
11019;52;6;244;;x
11020;53;6;248;;x
11021;54;6;232;;x
11022;55;6;236;;x
11023;56;6;240;;x
11024;57;6;244;;x
11025;58;6;248;;x
11026;59;6;232;;x
11027;60;6;236;;x
11028;61;6;240;;x
11029;62;6;244;;x
11030;63;6;248;;x
11031;64;6;232;;x
11032;65;6;236;;x
11033;66;6;240;;x
11034;67;6;244;;x
11035;68;6;248;;x
11036;69;6;232;;x
11037;70;6;236;;x
11038;71;6;240;;x
11039;72;6;244;;x
11040;73;6;248;;x
11041;74;6;232;;x
11042;75;6;236;;x
11043;76;6;240;;x
11044;77;6;244;;x
11045;78;6;248;;x
11046;79;6;232;;x
11047;80;6;236;;x
11048;81;6;240;;x
11049;82;6;244;;x
11050;83;6;248;;x
11051;84;6;232;;x
11052;85;6;236;;x
11053;86;6;240;;x
11054;87;6;244;;x
11055;88;6;248;;x
11056;89;6;232;;x
11057;90;6;236;;x
11058;91;6;240;;x
11059;92;6;244;;x
11060;93;6;248;;x
11061;94;6;232;;x
11062;95;6;236;;x
11063;96;6;240;;x
11064;97;6;244;;x
11065;98;6;248;;x
11066;99;8;232;;x
11067;100;8;236;;x
11068;101;8;240;;x
11069;102;8;244;;x
11070;103;8;248;;x
11071;104;8;232;;x
11072;105;8;236;;x
11073;106;8;240;;x
11074;107;8;244;;x
11075;108;8;248;;x
11076;109;8;232;;x
11077;110;8;236;;x
11078;111;8;240;;x
11079;112;8;244;;x
11080;113;8;248;;x
11081;114;8;232;;x
11082;115;8;236;;x
11083;116;8;240;;x
11084;117;8;244;;x
11085;118;8;248;;x
11086;119;8;232;;x
11087;120;8;236;;x
11088;121;8;240;;x
11089;122;8;244;;x
11090;123;8;248;;x
11091;124;8;232;;x
11092;125;8;236;;x
11093;126;8;240;;x
11094;0;8;244;;x
11095;1;8;248;;x
11096;2;8;232;;x
11097;3;8;236;;x
11098;4;8;240;;x
11099;5;8;244;;x
11100;6;8;248;;x
11101;7;8;232;;x
11102;8;8;236;;x
11103;9;8;240;;x
11104;10;8;244;;x
11105;11;8;248;;x
11106;12;8;232;;x
11107;13;8;236;;x
11108;14;8;240;;x
11109;15;8;244;;x
11110;16;8;248;;x
11111;17;8;232;;x
11112;18;8;236;;x
11113;19;8;240;;x
11114;20;8;244;;x
11115;21;8;248;;x
11116;22;8;232;;x
11117;23;8;236;;x
11118;24;8;240;;x
11119;25;8;244;;x
11120;26;8;248;;x
11121;27;8;232;;x
11122;28;8;236;;x
11123;29;8;240;;x
11124;30;8;244;;x
11125;31;8;248;;x
11126;32;8;232;;x
11127;33;8;236;;x
11128;34;8;240;;x
11129;35;8;244;;x
11130;36;8;248;;x
11131;37;8;232;;x
11132;38;8;236;;x
11133;39;8;240;;x
11134;40;8;244;;x
11135;41;8;248;;x
11136;42;8;232;;x
11137;43;8;236;;x
11138;44;8;240;;x
11139;45;8;244;;x
11140;46;8;248;;x
11141;47;8;232;;x
11142;48;8;236;;x
11143;49;8;240;;x
11144;50;8;244;;x
11145;51;8;248;;x
11146;52;8;232;;x
11147;53;8;236;;x
11148;54;8;240;;x
11149;55;8;244;;x
11150;56;8;248;;x
11151;57;8;232;;x
11152;58;8;236;;x
11153;59;8;240;;x
11154;60;8;244;;x
11155;61;8;248;;x
11156;62;8;232;;x
11157;63;8;236;;x
11158;64;8;240;;x
11159;65;8;244;;x
11160;66;8;248;;x
11161;67;8;232;;x
11162;68;8;236;;x
11163;69;8;240;;x
11164;70;8;244;;x
11165;71;8;248;;x
11166;72;8;232;;x
11167;73;8;236;;x
11168;74;8;240;;x
11169;75;8;244;;x
11170;76;8;248;;x
11171;77;8;232;;x
11172;78;8;236;;x
11173;79;8;240;;x
11174;80;8;244;;x
11175;81;8;248;;x
11176;82;8;232;;x
11177;83;8;236;;x
11178;84;8;240;;x
11179;85;8;244;;x
11180;86;8;248;;x
11181;87;8;232;;x
11182;88;8;236;;x
11183;89;8;240;;x
11184;90;8;244;;x
11185;91;8;248;;x
11186;92;10;232;;x
11187;93;10;236;;x
11188;94;10;240;;x
11189;95;10;244;;x
11190;96;10;248;;x
11191;97;10;232;;x
11192;98;10;236;;x
11193;99;10;240;;x
11194;100;10;244;;x
11195;101;10;248;;x
11196;102;10;232;;x
11197;103;10;236;;x
11198;104;10;240;;x
11199;105;10;244;;x
11200;106;10;248;;x
11201;107;10;232;;x
11202;108;10;236;;x
11203;109;10;240;;x
11204;110;10;244;;x
11205;111;10;248;;x
11206;112;10;232;;x
11207;113;10;236;;x
11208;114;10;240;;x
11209;115;10;244;;x
11210;116;10;248;;x
11211;117;10;232;;x
11212;118;10;236;;x
11213;119;10;240;;x
11214;120;10;244;;x
11215;121;10;248;;x
11216;122;10;232;;x
11217;123;10;236;;x
11218;124;10;240;;x
11219;125;10;244;;x
11220;126;10;248;;x
11221;0;10;232;;x
11222;1;10;236;;x
11223;2;10;240;;x
11224;3;10;244;;x
11225;4;10;248;;x
11226;5;10;232;;x
11227;6;10;236;;x
11228;7;10;240;;x
11229;8;10;244;;x
11230;9;10;248;;x
11231;10;10;232;;x
11232;11;10;236;;x
11233;12;10;240;;x
11234;13;10;244;;x
11235;14;10;248;;x
11236;15;10;232;;x
11237;16;10;236;;x
11238;17;10;240;;x
11239;18;10;244;;x
11240;19;10;248;;x
11241;20;10;232;;x
11242;21;10;236;;x
11243;22;10;240;;x
11244;23;10;244;;x
11245;24;10;248;;x
11246;25;10;232;;x
11247;26;10;236;;x
11248;27;10;240;;x
11249;28;10;244;;x
11250;29;10;248;;x
11251;30;10;232;;x
11252;31;10;236;;x
11253;32;10;240;;x
11254;33;10;244;;x
11255;34;10;248;;x
11256;35;10;232;;x
11257;36;10;236;;x
11258;37;10;240;;x
11259;38;10;244;;x
11260;39;10;248;;x
11261;40;10;232;;x
11262;41;10;236;;x
11263;42;10;240;;x
11264;43;10;244;;x
11265;44;10;248;;x
11266;45;10;232;;x
11267;46;10;236;;x
11268;47;10;240;;x
11269;48;10;244;;x
11270;49;10;248;;x
11271;50;10;232;;x
11272;51;10;236;;x
11273;52;10;240;;x
11274;53;10;244;;x
11275;54;10;248;;x
11276;55;10;232;;x
11277;56;10;236;;x
11278;57;10;240;;x
11279;58;10;244;;x
11280;59;10;248;;x
11281;60;10;232;;x
11282;61;10;236;;x
11283;62;10;240;;x
11284;63;10;244;;x
11285;64;10;248;;x
11286;65;10;232;;x
11287;66;10;236;;x
11288;67;10;240;;x
11289;68;10;244;;x
11290;69;10;248;;x
11291;70;10;232;;x
11292;71;10;236;;x
11293;72;10;240;;x
11294;73;10;244;;x
11295;74;10;248;;x
11296;75;10;232;;x
11297;76;10;236;;x
11298;77;10;240;;x
11299;78;10;244;;x
11300;79;10;248;;x
11301;80;10;232;;x
11302;81;10;236;;x
11303;82;10;240;;x
11304;83;10;244;;x
11305;84;10;248;;x
11306;85;12;232;;x
11307;86;12;236;;x
11308;87;12;240;;x
11309;88;12;244;;x
11310;89;12;248;;x
11311;90;12;232;;x
11312;91;12;236;;x
11313;92;12;240;;x
11314;93;12;244;;x
11315;94;12;248;;x
11316;95;12;232;;x
11317;96;12;236;;x
11318;97;12;240;;x
11319;98;12;244;;x
11320;99;12;248;;x
11321;100;12;232;;x
11322;101;12;236;;x
11323;102;12;240;;x
11324;103;12;244;;x
11325;104;12;248;;x
11326;105;12;232;;x
11327;106;12;236;;x
11328;107;12;240;;x
11329;108;12;244;;x
11330;109;12;248;;x
11331;110;12;232;;x
11332;111;12;236;;x
11333;112;12;240;;x
11334;113;12;244;;x
11335;114;12;248;;x
11336;115;12;232;;x
11337;116;12;236;;x
11338;117;12;240;;x
11339;118;12;244;;x
11340;119;12;248;;x
11341;120;12;232;;x
11342;121;12;236;;x
11343;122;12;240;;x
11344;123;12;244;;x
11345;124;12;248;;x
11346;125;12;232;;x
11347;126;12;236;;x
11348;0;12;240;;x
11349;1;12;244;;x
11350;2;12;248;;x
11351;3;12;232;;x
11352;4;12;236;;x
11353;5;12;240;;x
11354;6;12;244;;x
11355;7;12;248;;x
11356;8;12;232;;x
11357;9;12;236;;x
11358;10;12;240;;x
11359;11;12;244;;x
11360;12;12;248;;x
11361;13;12;232;;x
11362;14;12;236;;x
11363;15;12;240;;x
11364;16;12;244;;x
11365;17;12;248;;x
11366;18;12;232;;x
11367;19;12;236;;x
11368;20;12;240;;x
11369;21;12;244;;x
11370;22;12;248;;x
11371;23;12;232;;x
11372;24;12;236;;x
11373;25;12;240;;x
11374;26;12;244;;x
11375;27;12;248;;x
11376;28;12;232;;x
11377;29;12;236;;x
11378;30;12;240;;x
11379;31;12;244;;x
11380;32;12;248;;x
11381;33;12;232;;x
11382;34;12;236;;x
11383;35;12;240;;x
11384;36;12;244;;x
11385;37;12;248;;x
11386;38;12;232;;x
11387;39;12;236;;x
11388;40;12;240;;x
11389;41;12;244;;x
11390;42;12;248;;x
11391;43;12;232;;x
11392;44;12;236;;x
11393;45;12;240;;x
11394;46;12;244;;x
11395;47;12;248;;x
11396;48;12;232;;x
11397;49;12;236;;x
11398;50;12;240;;x
11399;51;12;244;;x
11400;52;12;248;;x
11401;53;12;232;;x
11402;54;12;236;;x
11403;55;12;240;;x
11404;56;12;244;;x
11405;255;61;128;;x
11406;255;61;255;;x
11407;59;12;236;;x
11408;60;12;240;;x
11409;61;12;244;;x
11410;255;61;129;;x
11411;255;61;254;;x
11412;255;61;130;;x
11413;255;61;253;;x
11414;255;61;131;;x
11415;255;61;252;;x
11416;255;61;132;;x
11417;255;61;251;;x
11418;255;61;133;;x
11419;71;12;244;;x
11420;72;12;248;;x
11421;73;12;232;;x
11422;74;12;236;;x
11423;75;12;240;;x
11424;76;12;244;;x
11425;77;12;248;;x
11426;78;14;232;;x
11427;79;14;236;;x
11428;80;14;240;;x
11429;81;14;244;;x
11430;82;14;248;;x
11431;83;14;232;;x
11432;84;14;236;;x
11433;85;14;240;;x
11434;86;14;244;;x
11435;87;14;248;;x
11436;88;14;232;;x
11437;89;14;236;;x
11438;90;14;240;;x
11439;91;14;244;;x
11440;92;14;248;;x
11441;93;14;232;;x
11442;94;14;236;;x
11443;95;14;240;;x
11444;96;14;244;;x
11445;97;14;248;;x
11446;98;14;232;;x
11447;99;14;236;;x
11448;100;14;240;;x
11449;101;14;244;;x
11450;102;14;248;;x
11451;103;14;232;;x
11452;104;14;236;;x
11453;105;14;240;;x
11454;106;14;244;;x
11455;107;14;248;;x
11456;108;14;232;;x
11457;109;14;236;;x
11458;110;14;240;;x
11459;111;14;244;;x
11460;112;14;248;;x
11461;113;14;232;;x
11462;114;14;236;;x
11463;115;14;240;;x
11464;116;14;244;;x
11465;117;14;248;;x
11466;118;14;232;;x
11467;119;14;236;;x
11468;120;14;240;;x
11469;121;14;244;;x
11470;122;14;248;;x
11471;123;14;232;;x
11472;124;14;236;;x
11473;125;14;240;;x
11474;126;14;244;;x
11475;0;14;248;;x
11476;1;14;232;;x
11477;2;14;236;;x
11478;3;14;240;;x
11479;4;14;244;;x
11480;5;14;248;;x
11481;6;14;232;;x
11482;7;14;236;;x
11483;8;14;240;;x
11484;9;14;244;;x
11485;10;14;248;;x
11486;11;14;232;;x
11487;12;14;236;;x
11488;13;14;240;;x
11489;14;14;244;;x
11490;15;14;248;;x
11491;16;14;232;;x
11492;17;14;236;;x
11493;18;14;240;;x
11494;19;14;244;;x
11495;20;14;248;;x
11496;21;14;232;;x
11497;22;14;236;;x
11498;23;14;240;;x
11499;24;14;244;;x
11500;25;14;248;;x
11501;26;14;232;;x
11502;27;14;236;;x
11503;28;14;240;;x
11504;29;14;244;;x
11505;30;14;248;;x
11506;31;14;232;;x
11507;32;14;236;;x
11508;33;14;240;;x
11509;34;14;244;;x
11510;35;14;248;;x
11511;36;14;232;;x
