province;red;green;blue;x;x;
10836;23;4;240;;x;
10837;24;4;244;;x;
10838;25;4;248;;x;
10839;26;4;232;;x;
10840;27;4;236;;x;
10841;28;4;240;;x;
10842;29;4;244;;x;
10843;30;4;248;;x;
10844;31;4;232;;x;
10845;32;4;236;;x;
10846;33;4;240;;x;
10847;34;4;244;;x;
10848;35;4;248;;x;
10849;36;4;232;;x;
10850;37;4;236;;x;
10851;38;4;240;;x;
10852;39;4;244;;x;
10853;40;4;248;;x;
10854;41;4;232;;x;
10855;42;4;236;;x;
10856;43;4;240;;x;
10857;44;4;244;;x;
10858;45;4;248;;x;
10859;46;4;232;;x;
10860;47;4;236;;x;
10861;48;4;240;;x;
10862;49;4;244;;x;
10863;50;4;248;;x;
10864;51;4;232;;x;
10865;52;4;236;;x;
10866;53;4;240;;x;
10867;54;4;244;;x;
10868;55;4;248;;x;
10869;56;4;232;;x;
10870;57;4;236;;x;
10871;58;4;240;;x;
10872;59;4;244;;x;
10873;60;4;248;;x;
10874;61;4;232;;x;
10875;62;4;236;;x;
10876;63;4;240;;x;
10877;64;4;244;;x;
10878;65;4;248;;x;
10879;66;4;232;;x;
10880;67;4;236;;x;
10881;68;4;240;;x;
10882;69;4;244;;x;
10883;70;4;248;;x;
10884;71;4;232;;x;
10885;72;4;236;;x;
10886;73;4;240;;x;
10887;74;4;244;;x;
10888;75;4;248;;x;
10889;76;4;236;;x;
10890;77;4;236;;x;
10891;78;4;240;;x;
10892;79;4;244;;x;
10893;80;4;248;;x;
10894;81;4;232;;x;
10895;82;4;236;;x;
10896;83;4;240;;x;
10897;84;4;244;;x;
10898;85;4;248;;x;
10899;86;4;232;;x;
10900;87;4;236;;x;
10901;88;4;240;;x;
10902;89;4;244;;x;
10903;90;4;248;;x;
10904;91;4;232;;x;
10905;92;4;236;;x;
10906;93;4;240;;x;
10907;94;4;244;;x;
10908;95;4;248;;x;
10909;96;4;232;;x;
10910;97;4;236;;x;
10911;98;4;240;;x;
10912;99;4;244;;x;
10913;100;4;248;;x;
10914;101;4;232;;x;
10915;102;4;236;;x;
10916;103;4;240;;x;
10917;104;4;244;;x;
10918;105;4;248;;x;
10919;106;6;232;;x;
10920;107;6;236;;x;
10921;108;6;240;;x;
10922;109;6;244;;x;
10923;110;6;248;;x;
10924;111;6;232;;x;
10925;112;6;236;;x;
10926;113;6;244;;x;
10927;114;6;244;;x;
10928;115;6;248;;x;
10929;116;6;232;;x;
10930;117;6;236;;x;
10931;118;6;240;;x;
10932;119;6;244;;x;
10933;120;6;248;;x;
10934;121;6;232;;x;
10935;122;6;236;;x;
10936;123;6;240;;x;
10937;124;6;244;;x;
10938;125;6;248;;x;
10939;126;6;232;;x;
10940;0;6;236;;x;
10941;1;6;240;;x;
10942;2;6;244;;x;
10943;3;6;248;;x;
10944;4;6;232;;x;
10945;5;6;236;;x;
10946;6;6;240;;x;
10947;7;6;244;;x;
10948;8;6;248;;x;
10949;9;6;232;;x;
10950;10;6;236;;x;
10951;11;6;240;;x;
10952;12;6;244;;x;
10953;13;6;248;;x;
10954;14;6;232;;x;
10955;15;6;236;;x;
10956;16;6;240;;x;
10957;17;6;244;;x;
10958;18;6;248;;x;
10959;19;6;232;;x;
10960;20;6;236;;x;
10961;21;6;240;;x;
10962;22;6;244;;x;
10963;23;6;248;;x;
10964;24;6;232;;x;
10965;25;6;236;;x;
10966;26;6;240;;x;
10967;27;6;244;;x;
10968;28;6;248;;x;
10969;29;6;232;;x;
10970;30;6;236;;x;
10971;31;6;240;;x;
10972;32;6;244;;x;
10973;33;6;248;;x;
10974;34;6;232;;x;
10975;35;6;236;;x;
10976;36;6;240;;x;
10977;37;6;244;;x;
10978;38;6;248;;x;
10979;39;6;232;;x;
10980;40;6;236;;x;
10981;41;6;240;;x;
10982;42;6;244;;x;
10983;43;6;248;;x;
10984;44;6;232;;x;
10985;45;6;236;;x;
10986;46;6;240;;x;
10987;47;6;244;;x;
10988;48;6;248;;x;
10989;49;6;232;;x;
10990;50;6;236;;x;
10991;51;6;240;;x;
10992;52;6;244;;x;
10993;53;6;248;;x;
10994;54;6;232;;x;
10995;55;6;236;;x;
10996;56;6;240;;x;
10997;57;6;244;;x;
10998;58;6;248;;x;
10999;59;6;232;;x;
11000;60;6;236;;x;
11001;61;6;240;;x;
11002;62;6;244;;x;
11003;63;6;248;;x;
11004;64;6;232;;x;
11005;65;6;236;;x;
11006;66;6;240;;x;
11007;67;6;244;;x;
11008;68;6;248;;x;
11009;69;6;232;;x;
11010;70;6;236;;x;
11011;71;6;240;;x;
11012;72;6;244;;x;
11013;73;6;248;;x;
11014;74;6;232;;x;
11015;75;6;236;;x;
11016;76;6;240;;x;
11017;77;6;244;;x;
11018;78;6;248;;x;
11019;79;6;232;;x;
11020;80;6;236;;x;
11021;81;6;240;;x;
11022;82;6;244;;x;
11023;83;6;248;;x;
11024;84;6;232;;x;
11025;85;6;236;;x;
11026;86;6;240;;x;
11027;87;6;244;;x;
11028;88;6;248;;x;
11029;89;6;232;;x;
11030;90;6;236;;x;
11031;91;6;240;;x;
11032;92;6;244;;x;
11033;93;6;248;;x;
11034;94;6;232;;x;
11035;95;6;236;;x;
11036;96;6;240;;x;
11037;97;6;244;;x;
11038;98;6;248;;x;
11039;99;8;232;;x;
11040;100;8;236;;x;
11041;101;8;240;;x;
11042;102;8;244;;x;
11043;103;8;248;;x;
11044;104;8;232;;x;
11045;105;8;236;;x;
11046;106;8;240;;x;
11047;107;8;244;;x;
11048;108;8;248;;x;
11049;109;8;232;;x;
11050;110;8;236;;x;
11051;111;8;240;;x;
11052;112;8;244;;x;
11053;113;8;248;;x;
11054;114;8;232;;x;
11055;115;8;236;;x;
11056;116;8;240;;x;
11057;117;8;244;;x;
11058;118;8;248;;x;
11059;119;8;232;;x;
11060;120;8;236;;x;
11061;121;8;240;;x;
11062;122;8;244;;x;
11063;123;8;248;;x;
11064;124;8;232;;x;
11065;125;8;236;;x;
11066;126;8;240;;x;
11067;0;8;244;;x;
11068;1;8;248;;x;
11069;2;8;232;;x;
11070;3;8;236;;x;
11071;4;8;240;;x;
11072;5;8;244;;x;
11073;6;8;248;;x;
11074;7;8;232;;x;
11075;8;8;236;;x;
11076;9;8;240;;x;
11077;10;8;244;;x;
11078;11;8;248;;x;
11079;12;8;232;;x;
11080;13;8;236;;x;
11081;14;8;240;;x;
11082;15;8;244;;x;
11083;16;8;248;;x;
11084;17;8;232;;x;
11085;18;8;236;;x;
11086;19;8;240;;x;
11087;20;8;244;;x;
11088;21;8;248;;x;
11089;22;8;232;;x;
11090;23;8;236;;x;
11091;24;8;240;;x;
11092;25;8;244;;x;
11093;26;8;248;;x;
11094;27;8;232;;x;
11095;28;8;236;;x;
11096;29;8;240;;x;
11097;30;8;244;;x;
11098;31;8;248;;x;
11099;32;8;232;;x;
11100;33;8;236;;x;
11101;34;8;240;;x;
11102;35;8;244;;x;
11103;36;8;248;;x;
11104;37;8;232;;x;
11105;38;8;236;;x;
11106;39;8;240;;x;
11107;40;8;244;;x;
11108;41;8;248;;x;
11109;42;8;232;;x;
11110;43;8;236;;x;
11111;44;8;240;;x;
11112;45;8;244;;x;
11113;46;8;248;;x;
11114;47;8;232;;x;
11115;48;8;236;;x;
11116;49;8;240;;x;
11117;50;8;244;;x;
11118;51;8;248;;x;
11119;52;8;232;;x;
11120;53;8;236;;x;
11121;54;8;240;;x;
11122;55;8;244;;x;
11123;56;8;248;;x;
11124;57;8;232;;x;
11125;58;8;236;;x;
11126;59;8;240;;x;
11127;60;8;244;;x;
11128;61;8;248;;x;
11129;62;8;232;;x;
11130;63;8;236;;x;
11131;64;8;240;;x;
11132;65;8;244;;x;
11133;66;8;248;;x;
11134;67;8;232;;x;
11135;68;8;236;;x;
11136;69;8;240;;x;
11137;70;8;244;;x;
11138;71;8;248;;x;
11139;72;8;232;;x;
11140;73;8;236;;x;
11141;74;8;240;;x;
11142;75;8;244;;x;
11143;76;8;248;;x;
11144;77;8;232;;x;
11145;78;8;236;;x;
11146;79;8;240;;x;
11147;80;8;244;;x;
11148;81;8;248;;x;
11149;82;8;232;;x;
11150;83;8;236;;x;
11151;84;8;240;;x;
11152;85;8;244;;x;
11153;86;8;248;;x;
11154;87;8;232;;x;
11155;88;8;236;;x;
11156;89;8;240;;x;
11157;90;8;244;;x;
11158;91;8;248;;x;
11159;92;10;232;;x;
11160;93;10;236;;x;
11161;94;10;240;;x;
11162;95;10;244;;x;
11163;96;10;248;;x;
11164;97;10;232;;x;
11165;98;10;236;;x;
11166;99;10;240;;x;
11167;100;10;244;;x;
11168;101;10;248;;x;
11169;102;10;232;;x;
11170;103;10;236;;x;
11171;104;10;240;;x;
11172;105;10;244;;x;
11173;106;10;248;;x;
11174;107;10;232;;x;
11175;108;10;236;;x;
11176;109;10;240;;x;
11177;110;10;244;;x;
11178;111;10;248;;x;
11179;112;10;232;;x;
11180;113;10;236;;x;
11181;114;10;240;;x;
11182;115;10;244;;x;
11183;116;10;248;;x;
11184;117;10;232;;x;
11185;118;10;236;;x;
11186;119;10;240;;x;
11187;120;10;244;;x;
11188;121;10;248;;x;
11189;122;10;232;;x;
11190;123;10;236;;x;
11191;124;10;240;;x;
11192;125;10;244;;x;
11193;126;10;248;;x;
11194;0;10;232;;x;
11195;1;10;236;;x;
11196;2;10;240;;x;
11197;3;10;244;;x;
11198;4;10;248;;x;
11199;5;10;232;;x;
11200;6;10;236;;x;
11201;7;10;240;;x;
11202;8;10;244;;x;
11203;9;10;248;;x;
11204;10;10;232;;x;
11205;11;10;236;;x;
11206;12;10;240;;x;
11207;13;10;244;;x;
11208;14;10;248;;x;
11209;15;10;232;;x;
11210;16;10;236;;x;
11211;17;10;240;;x;
11212;18;10;244;;x;
11213;19;10;248;;x;
11214;20;10;232;;x;
11215;21;10;236;;x;
11216;22;10;240;;x;
11217;23;10;244;;x;
11218;24;10;248;;x;
11219;25;10;232;;x;
11220;26;10;236;;x;
11221;27;10;240;;x;
11222;28;10;244;;x;
11223;29;10;248;;x;
11224;30;10;232;;x;
11225;31;10;236;;x;
11226;32;10;240;;x;
11227;33;10;244;;x;
11228;34;10;248;;x;
11229;35;10;232;;x;
11230;36;10;236;;x;
11231;37;10;240;;x;
11232;38;10;244;;x;
11233;39;10;248;;x;
11234;40;10;232;;x;
11235;41;10;236;;x;
11236;42;10;240;;x;
11237;43;10;244;;x;
11238;44;10;248;;x;
11239;45;10;232;;x;
11240;46;10;236;;x;
11241;47;10;240;;x;
11242;48;10;244;;x;
11243;49;10;248;;x;
11244;50;10;232;;x;
11245;51;10;236;;x;
11246;52;10;240;;x;
11247;53;10;244;;x;
11248;54;10;248;;x;
11249;55;10;232;;x;
11250;56;10;236;;x;
11251;57;10;240;;x;
11252;58;10;244;;x;
11253;59;10;248;;x;
11254;60;10;232;;x;
11255;61;10;236;;x;
11256;62;10;240;;x;
11257;63;10;244;;x;
11258;64;10;248;;x;
11259;65;10;232;;x;
11260;66;10;236;;x;
11261;67;10;240;;x;
11262;68;10;244;;x;
11263;69;10;248;;x;
11264;70;10;232;;x;
11265;71;10;236;;x;
11266;72;10;240;;x;
11267;73;10;244;;x;
11268;74;10;248;;x;
11269;75;10;232;;x;
11270;76;10;236;;x;
11271;77;10;240;;x;
11272;78;10;244;;x;
11273;79;10;248;;x;
11274;80;10;232;;x;
11275;81;10;236;;x;
11276;82;10;240;;x;
11277;83;10;244;;x;
11278;84;10;248;;x;
11279;85;12;232;;x;
11280;86;12;236;;x;
11281;87;12;240;;x;
11282;88;12;244;;x;
11283;89;12;248;;x;
11284;90;12;232;;x;
11285;91;12;236;;x;
11286;92;12;240;;x;
11287;93;12;244;;x;
11288;94;12;248;;x;
11289;95;12;232;;x;
11290;96;12;236;;x;
11291;97;12;240;;x;
11292;98;12;244;;x;
11293;99;12;248;;x;
11294;100;12;232;;x;
11295;101;12;236;;x;
11296;102;12;240;;x;
11297;103;12;244;;x;
11298;104;12;248;;x;
11299;105;12;232;;x;
11300;106;12;236;;x;
11301;107;12;240;;x;
11302;108;12;244;;x;
11303;109;12;248;;x;
11304;110;12;232;;x;
11305;111;12;236;;x;
11306;112;12;240;;x;
11307;113;12;244;;x;
11308;114;12;248;;x;
11309;115;12;232;;x;
11310;116;12;236;;x;
11311;117;12;240;;x;
11312;118;12;244;;x;
11313;119;12;248;;x;
11314;120;12;232;;x;
11315;121;12;236;;x;
11316;122;12;240;;x;
11317;123;12;244;;x;
11318;124;12;248;;x;
11319;125;12;232;;x;
11320;126;12;236;;x;
11321;0;12;240;;x;
11322;1;12;244;;x;
11323;2;12;248;;x;
11324;3;12;232;;x;
11325;4;12;236;;x;
11326;5;12;240;;x;
11327;6;12;244;;x;
11328;7;12;248;;x;
11329;8;12;232;;x;
11330;9;12;236;;x;
11331;10;12;240;;x;
11332;11;12;244;;x;
11333;12;12;248;;x;
11334;13;12;232;;x;
11335;14;12;236;;x;
11336;15;12;240;;x;
11337;16;12;244;;x;
11338;17;12;248;;x;
11339;18;12;232;;x;
11340;19;12;236;;x;
11341;20;12;240;;x;
11342;21;12;244;;x;
11343;22;12;248;;x;
11344;23;12;232;;x;
11345;24;12;236;;x;
11346;25;12;240;;x;
11347;26;12;244;;x;
11348;27;12;248;;x;
11349;28;12;232;;x;
11350;29;12;236;;x;
11351;30;12;240;;x;
11352;31;12;244;;x;
11353;32;12;248;;x;
11354;33;12;232;;x;
11355;34;12;236;;x;
11356;35;12;240;;x;
11357;36;12;244;;x;
11358;37;12;248;;x;
11359;38;12;232;;x;
11360;39;12;236;;x;
11361;40;12;240;;x;
11362;41;12;244;;x;
11363;42;12;248;;x;
11364;43;12;232;;x;
11365;44;12;236;;x;
11366;45;12;240;;x;
11367;46;12;244;;x;
11368;47;12;248;;x;
11369;48;12;232;;x;
11370;49;12;236;;x;
11371;50;12;240;;x;
11372;51;12;244;;x;
11373;52;12;248;;x;
11374;53;12;232;;x;
11375;54;12;236;;x;
11376;55;12;240;;x;
11377;56;12;244;;x;
11378;255;61;128;;x;
11379;255;61;255;;x;
11380;59;12;236;;x;
11381;60;12;240;;x;
11382;61;12;244;;x;
11383;255;61;129;;x;
11384;255;61;254;;x;
11385;255;61;130;;x;
11386;255;61;253;;x;
11387;255;61;131;;x;
11388;255;61;252;;x;
11389;255;61;132;;x;
11390;255;61;251;;x;
11391;255;61;133;;x;
11392;71;12;244;;x;
11393;72;12;248;;x;
11394;73;12;232;;x;
11395;74;12;236;;x;
11396;75;12;240;;x;
11397;76;12;244;;x;
11398;77;12;248;;x;
11399;78;14;232;;x;
11400;79;14;236;;x;
11401;80;14;240;;x;
11402;81;14;244;;x;
11403;82;14;248;;x;
11404;83;14;232;;x;
11405;84;14;236;;x;
11406;85;14;240;;x;
11407;86;14;244;;x;
11408;87;14;248;;x;
11409;88;14;232;;x;
11410;89;14;236;;x;
11411;90;14;240;;x;
11412;91;14;244;;x;
11413;92;14;248;;x;
11414;93;14;232;;x;
11415;94;14;236;;x;
11416;95;14;240;;x;
11417;96;14;244;;x;
11418;97;14;248;;x;
11419;98;14;232;;x;
11420;99;14;236;;x;
11421;100;14;240;;x;
11422;101;14;244;;x;
11423;102;14;248;;x;
11424;103;14;232;;x;
11425;104;14;236;;x;
11426;105;14;240;;x;
11427;106;14;244;;x;
11428;107;14;248;;x;
11429;108;14;232;;x;
11430;109;14;236;;x;
11431;110;14;240;;x;
11432;111;14;244;;x;
11433;112;14;248;;x;
11434;113;14;232;;x;
11435;114;14;236;;x;
11436;115;14;240;;x;
11437;116;14;244;;x;
11438;117;14;248;;x;
11439;118;14;232;;x;
11440;119;14;236;;x;
11441;120;14;240;;x;
11442;121;14;244;;x;
11443;122;14;248;;x;
11444;123;14;232;;x;
11445;124;14;236;;x;
11446;125;14;240;;x;
11447;126;14;244;;x;
11448;0;14;248;;x;
11449;1;14;232;;x;
11450;2;14;236;;x;
11451;3;14;240;;x;
11452;4;14;244;;x;
11453;5;14;248;;x;
11454;6;14;232;;x;
11455;7;14;236;;x;
11456;8;14;240;;x;
11457;9;14;244;;x;
11458;10;14;248;;x;
11459;11;14;232;;x;
11460;12;14;236;;x;
11461;13;14;240;;x;
11462;14;14;244;;x;
11463;15;14;248;;x;
11464;16;14;232;;x;
11465;17;14;236;;x;
11466;18;14;240;;x;
11467;19;14;244;;x;
11468;20;14;248;;x;
11469;21;14;232;;x;
11470;22;14;236;;x;
11471;23;14;240;;x;
11472;24;14;244;;x;
11473;25;14;248;;x;
11474;26;14;232;;x;
11475;27;14;236;;x;
11476;28;14;240;;x;
11477;29;14;244;;x;
11478;30;14;248;;x;
11479;31;14;232;;x;
11480;32;14;236;;x;
11481;33;14;240;;x;
11482;34;14;244;;x;
11483;35;14;248;;x;
11484;36;14;232;;x;
11485;37;14;236;;x;
11486;38;14;240;;x;
11487;39;14;244;;x;
11488;40;14;248;;x;
11489;41;14;232;;x;
11490;42;14;236;;x;
11491;43;14;240;;x;
11492;44;14;244;;x;
11493;45;14;248;;x;
11494;46;14;232;;x;
11495;47;14;236;;x;
11496;48;14;240;;x;
11497;49;14;244;;x;
11498;50;14;248;;x;
11499;51;15;232;;x;
11500;52;15;236;;x;
11501;53;15;240;;x;
11502;54;15;244;;x;
11503;55;15;248;;x;
11504;56;15;232;;x;
11505;57;15;236;;x;
11506;58;15;240;;x;
11507;59;15;244;;x;
11508;60;15;248;;x;
11509;61;15;232;;x;
11510;62;15;236;;x;
11511;63;15;240;;x;
11512;64;15;244;;x;
11513;65;15;248;;x;
11514;66;15;232;;x;
11515;67;15;236;;x;
11516;68;15;240;;x;
11517;69;15;244;;x;
11518;70;15;248;;x;
11519;71;15;232;;x;
11520;72;15;236;;x;
11521;73;15;240;;x;
11522;74;15;244;;x;
11523;75;15;248;;x;
11524;76;15;232;;x;
11525;77;15;236;;x;
11526;78;15;240;;x;
11527;79;15;244;;x;
11528;80;15;248;;x;
11529;81;15;232;;x;
11530;82;15;236;;x;
11531;83;15;240;;x;
11532;84;15;244;;x;
11533;85;15;248;;x;
11534;86;15;232;;x;
11535;87;15;236;;x;
11536;88;15;240;;x;
11537;89;15;244;;x;
11538;90;15;248;;x;
11539;91;15;232;;x;
11540;92;15;236;;x;
11541;93;15;240;;x;
11542;94;15;244;;x;
11543;95;15;248;;x;
11544;96;15;232;;x;
11545;97;15;236;;x;
11546;98;15;240;;x;
11547;99;15;244;;x;
11548;100;15;248;;x;
11549;101;15;232;;x;
11550;102;15;236;;x;
11551;103;15;240;;x;
11552;104;15;244;;x;
11553;105;15;248;;x;
11554;106;15;232;;x;
11555;107;15;236;;x;
11556;108;15;240;;x;
11557;109;15;244;;x;
11558;110;15;248;;x;
11559;111;15;232;;x;
11560;112;15;236;;x;
11561;113;15;240;;x;
11562;114;15;244;;x;
11563;115;15;248;;x;
11564;116;15;232;;x;
11565;117;15;236;;x;
11566;118;15;240;;x;
11567;119;15;244;;x;
11568;120;15;248;;x;
11569;121;15;232;;x;
11570;122;15;236;;x;
11571;123;15;240;;x;
11572;124;15;244;;x;
11573;125;15;248;;x;
11574;126;15;232;;x;
11575;0;15;236;;"x	";
11576;1;15;240;;"x	";
11577;2;15;244;;"x	";
11578;3;15;248;;"x	";
11579;4;15;232;;"x	";
11580;5;15;236;;"x	";
11581;6;15;240;;"x	";
11582;7;15;244;;"x	";
11583;8;15;248;;"x	";
11584;9;15;232;;"x	";
11585;10;15;236;;"x	";
11586;11;15;240;;"x	";
11587;12;15;244;;"x	";
11588;13;15;248;;"x	";
11589;14;15;232;;"x	";
11590;15;15;236;;"x	";
11591;16;15;240;;"x	";
11592;17;15;244;;"x	";
11593;18;15;248;;"x	";
11594;19;15;232;;"x	";
11595;20;15;236;;"x	";
11596;21;15;240;;"x	";
11597;22;15;244;;"x	";
11598;23;15;248;;"x	";
11599;24;16;232;;x;
11600;25;16;236;;x;
11601;26;16;240;;x;
11602;27;16;244;;x;
11603;28;16;248;;x;
11604;29;16;232;;x;
11605;30;16;236;;x;
11606;31;16;240;;x;
11607;32;16;244;;x;
11608;33;16;248;;x;
11609;34;16;232;;x;
11610;35;16;236;;x;
11611;36;16;240;;x;
11612;37;16;244;;x;
11613;38;16;248;;x;
11614;39;16;232;;x;
11615;40;16;236;;x;
11616;41;16;240;;x;
11617;42;16;244;;x;
11618;43;16;248;;x;
11619;44;16;232;;x;
11620;45;16;236;;x;
11621;46;16;240;;x;
11622;47;16;244;;x;
11623;48;16;248;;x;
11624;49;16;232;;x;
11625;50;16;236;;x;
11626;51;16;240;;x;
11627;52;16;244;;x;
11628;53;16;248;;x;
11629;54;16;232;;x;
11630;55;16;236;;x;
11631;56;16;240;;x;
11632;57;16;244;;x;
11633;58;16;248;;x;
11634;59;16;232;;x;
11635;60;16;236;;x;
11636;61;16;240;;x;
11637;62;16;244;;x;
11638;63;16;248;;x;
11639;64;16;232;;x;
11640;65;16;236;;x;
11641;66;16;240;;x;
11642;67;16;244;;x;
11643;68;16;248;;x;
11644;69;16;232;;x;
11645;70;16;236;;x;
11646;71;16;240;;x;
11647;72;16;244;;x;
11648;73;16;248;;x;
11649;74;16;232;;x;
11650;75;16;236;;x;
11651;76;16;240;;x;
11652;77;16;244;;x;
11653;78;16;248;;x;
11654;79;16;232;;x;
11655;80;16;236;;x;
11656;81;16;240;;x;
11657;82;16;244;;x;
11658;83;16;248;;x;
11659;84;16;232;;x;
11660;85;16;236;;x;
11661;86;16;240;;x;
11662;87;16;244;;x;
11663;88;16;248;;x;
11664;89;16;232;;x;
11665;90;16;236;;x;
11666;91;16;240;;x;
11667;92;16;244;;x;
11668;93;16;248;;x;
11669;94;16;232;;x;
11670;95;16;236;;x;
11671;96;16;240;;x;
11672;97;16;244;;x;
11673;98;16;248;;x;
11674;99;16;232;;x;
11675;100;16;236;;x;
11676;101;16;240;;x;
11677;102;16;244;;x;
11678;103;16;248;;x;
11679;104;16;232;;x;
11680;105;16;236;;x;
11681;106;16;240;;x;
11682;107;16;244;;x;
11683;108;16;248;;x;
11684;109;16;232;;x;
11685;110;16;236;;x;
11686;111;16;240;;x;
11687;112;16;244;;x;
11688;113;16;248;;x;
11689;114;16;232;;x;
11690;115;16;236;;x;
11691;116;16;240;;x;
11692;117;16;244;;x;
11693;118;16;248;;x;
11694;119;16;232;;x;
11695;120;16;236;;x;
11696;121;16;240;;x;
11697;122;16;244;;x;
11698;123;16;248;;x;
11699;124;17;232;;x;
11700;125;17;236;;x;
11701;126;17;240;;x;
11702;0;17;244;;x;
11703;1;17;248;;x;
11704;2;17;232;;x;
11705;3;17;236;;x;
11706;4;17;240;;x;
11707;5;17;244;;x;
11708;6;17;248;;x;
11709;7;17;232;;x;
11710;8;17;236;;x;
11711;9;17;240;;x;
11712;10;17;244;;x;
11713;11;17;248;;x;
11714;12;17;232;;x;
11715;13;17;236;;x;
11716;14;17;240;;x;
11717;15;17;244;;x;
11718;16;17;248;;x;
11719;17;17;232;;x;
11720;18;17;236;;x;
11721;19;17;240;;x;
11722;20;17;244;;x;
11723;21;17;248;;x;
11724;22;17;232;;x;
11725;23;17;236;;x;
11726;24;17;240;;x;
11727;25;17;244;;x;
11728;26;17;248;;x;
11729;27;17;232;;x;
11730;28;17;236;;x;
11731;29;17;240;;x;
11732;30;17;244;;x;
11733;31;17;248;;x;
11734;32;17;232;;x;
11735;33;17;236;;x;
11736;34;17;240;;x;
11737;35;17;244;;x;
11738;36;17;248;;x;
11739;37;17;232;;x;
11740;38;17;236;;x;
11741;39;17;240;;x;
11742;40;17;244;;x;
11743;41;17;248;;x;
11744;42;17;232;;x;
11745;43;17;236;;x;
11746;44;17;240;;x;
11747;45;17;244;;x;
11748;46;17;248;;x;
11749;47;17;232;;x;
11750;48;17;236;;x;
11751;49;17;240;;x;
11752;50;17;244;;x;
11753;51;17;248;;x;
11754;52;17;232;;x;
11755;53;17;236;;x;
11756;54;17;240;;x;
11757;55;17;244;;x;
11758;56;17;248;;x;
11759;57;17;232;;x;
11760;58;17;236;;x;
11761;59;17;240;;x;
11762;60;17;244;;x;
11763;61;17;248;;x;
11764;62;17;232;;x;
11765;63;17;236;;x;
11766;64;17;240;;x;
11767;65;17;244;;x;
11768;66;17;248;;x;
11769;67;17;232;;x;
11770;68;17;236;;x;
11771;69;17;240;;x;
11772;70;17;244;;x;
11773;71;17;248;;x;
11774;72;17;232;;x;
11775;73;17;236;;x;
11776;74;17;240;;x;
11777;75;17;244;;x;
11778;76;17;248;;x;
11779;77;17;232;;x;
11780;78;17;236;;x;
11781;79;17;240;;x;
11782;80;17;244;;x;
11783;81;17;248;;x;
11784;82;17;232;;x;
11785;83;17;236;;x;
11786;84;17;240;;x;
11787;85;17;244;;x;
11788;86;17;248;;x;
11789;87;17;232;;x;
11790;88;17;236;;x;
11791;89;17;240;;x;
11792;90;17;244;;x;
11793;91;17;248;;x;
11794;92;17;232;;x;
11795;93;17;236;;x;
11796;94;17;240;;x;
11797;95;17;244;;x;
11798;96;17;248;;x;
11799;97;18;232;;x;
11800;98;18;236;;x;
11801;99;18;240;;x;
11802;100;18;244;;x;
11803;101;18;248;;x;
11804;102;18;232;;x;
11805;103;18;236;;x;
11806;104;18;240;;x;
11807;105;18;244;;x;
11808;106;18;248;;x;
11809;107;18;232;;x;
11810;108;18;236;;x;
11811;109;18;240;;x;
11812;110;18;244;;x;
11813;111;18;248;;x;
11814;112;18;232;;x;
11815;113;18;236;;x;
11816;114;18;240;;x;
11817;115;18;244;;x;
11818;116;18;248;;x;
11819;117;18;232;;x;
11820;118;18;236;;x;
11821;119;18;240;;x;
11822;120;18;244;;x;
11823;121;18;248;;x;
11824;122;18;232;;x;
11825;123;18;236;;x;
11826;124;18;240;;x;
11827;125;18;244;;x;
11828;126;18;248;;x;
11829;0;18;232;;x;
11830;1;18;236;;x;
11831;2;18;240;;x;
11832;3;18;244;;x;
11833;4;18;248;;x;
11834;5;18;232;;x;
11835;6;18;236;;x;
11836;7;18;240;;x;
11837;8;18;244;;x;
11838;9;18;248;;x;
11839;10;18;232;;x;
11840;11;18;236;;x;
11841;12;18;240;;x;
11842;13;18;244;;x;
11843;14;18;248;;x;
11844;15;18;232;;x;
11845;16;18;236;;x;
11846;17;18;240;;x;
11847;18;18;244;;x;
11848;19;18;248;;x;
11849;20;18;232;;x;
11850;21;18;236;;x;
11851;22;18;240;;x;
11852;23;18;244;;x;
11853;24;18;248;;x;
11854;25;18;232;;x;
11855;26;18;236;;x;
11856;27;18;240;;x;
11857;28;18;244;;x;
11858;29;18;248;;x;
11859;30;18;232;;x;
11860;31;18;236;;x;
11861;32;18;240;;x;
11862;33;18;244;;x;
11863;34;18;248;;x;
11864;35;18;232;;x;
11865;36;18;236;;x;
11866;37;18;240;;x;
11867;38;18;244;;x;
11868;39;18;248;;x;
11869;40;18;232;;x;
11870;41;18;236;;x;
11871;42;18;240;;x;
11872;43;18;244;;x;
11873;44;18;248;;x;
11874;45;18;232;;x;
11875;46;18;236;;x;
11876;47;18;240;;x;
11877;48;18;244;;x;
11878;49;18;248;;x;
11879;50;18;232;;x;
11880;51;18;236;;x;
11881;52;18;240;;x;
11882;53;18;244;;x;
11883;54;18;248;;x;
11884;55;18;232;;x;
11885;56;18;236;;x;
11886;57;18;240;;x;
11887;58;18;244;;x;
11888;59;18;248;;x;
11889;60;18;232;;x;
11890;61;18;236;;x;
11891;62;18;240;;x;
11892;63;18;244;;x;
11893;64;18;248;;x;
11894;65;18;232;;x;
11895;66;18;236;;x;
11896;67;18;240;;x;
11897;68;18;244;;x;
11898;69;18;248;;x;
11899;70;19;232;;x;
11900;71;19;236;;x;
11901;72;19;240;;x;
11902;73;19;244;;x;
11903;74;19;248;;x;
11904;75;19;232;;x;
11905;76;19;236;;x;
11906;77;19;240;;x;
11907;78;19;244;;x;
